Question,Answer,Label
What kind of solutions can be used for managing traffic networks?,Solutions for managing traffic networks include preventing congestion with Eco-Cooperative Adaptive Cruise Control at Signalized Intersections Considering Queue Effects 2022 as well as encouraging public/shared transportation alternatives rather than relying solely on private motor vehichles Nelldal Andersson 2012,strategy
What is the Jevons paradox?,"The Jevons paradox states that automated vehicles may increase travel demand, resulting in a significant increase in vehicle kilometers travelled and vehicle hours travelled, as well as a decrease in public transportation mode share",others
How can automated vehicles reduce fuel consumption and emissions?,Automated vehicles have the potential to lower fuel consumption and emissions by enabling vehicles to operate more efficiently They can also reduce the amount of fuel wasted when vehicles become trapped in a traffic jam by enhancing traffic flow and lowering accident frequency Vehicle automation may accelerate the widespread adoption of eco-driving which is aimed at reducing fuel consumption without modifying the vehicle architecture,strategy
What are some effects eco-driving can have on reducing fuel use?,"Studies show that human drivers who receive real-time eco-driving instruction can lower their fuel use by 1020% In congested conditions, it may lower fuel consumption by 3550%",analysis
How much could accident rates be reduced with automation?,"It is anticipated that AVs will minimise human intervention in driving tasks, potentially leading to large reductions of accident rates; up to 90% of accidents having been previously linked to human error",analysis
What are the two categories of emission models?,The two categories of emission models are aggregate models and microscopic models,science and tech
How were all legacy and automated vehicles modeled for simulations?,All legacy and automated vehicles were modeled for simulations using Simulation of Urban Mobility software SUMO,analysis
What techniques are used by AVs to modify speed profile?,"AVs use smoothing techniques to modify their speed profiles in order to reduce emissions levels, as suggested by studies conducted previously on driving behaviors and emissions reductions",science and tech
Which vehicle types were focused on in Tomas et al's research?,"Tomas et al chose to focus on only two vehicle types conventional vehicles CV and AVs, excluding varying levels of automation from consideration in their research",others
How do connected automated vehicles affect transportation fuel consumption?,According to a study Connected Automated Vehicles CAVs can significantly reduce transportation fuel consumption and emissions,analysis
"What are some examples of additional environmental, traffic, network technologies, and vehicle dynamics aspects that have been incorporated within the ZalaZone project?","The ZalaZone project incorporates a variety of lane numbers, types, and configurations; road surface and geometry; environmental elements; traffic controls; different types of networks for communication with vehicles; dynamic parameters related to how cars move on roads",others
How is safe speed determined?,"Safe speed is determined based on factors such as vehicle speed vl, gap between leading & following vehicle gn, reaction time T, desired speed term vf, maximum deceleration bvsafe=vlt+gntvltTT+vft+vlt2b",science and tech
What is SUMO's parameter for imperfection meant for?,SUMO's parameter for imperfection is used to mimic a human driver by randomly selecting speeds from a given range at each time step,science and tech
How can users' trust in the technology be improved?,"Users' trust in the technology can be improved by providing them with the most demanding assistance, such as driver assistance, in difficult driving conditions and then gradually giving full control of driving tasks to the system over time",strategy
What kind of technique has been employed to consider AVs capabilities and their market penetration rates?,A straightforward technique based on a fundamental premise that deployment should start from driver assistance has been employed,strategy
How will adoption of autonomous vehicles AVs be hindered?,Adoption of autonomous vehicles AVs would be hindered by a lack technological availability and users lack confidence on its safety and security,strategy
Why must implementation start at a low level first?,Implementation should start at a low level first to efficiently and effectively improve systems based on user feedback and increase levels while avoiding any cataclysmic effect resulting from technological uncertainty or full implementation of theory,strategy
What kind environment needs to exist for increasing market penetration rate for AV fleets?,"For increasing market penetration rate for AV fleets , an environment created through assumptions mentioned along with climate policy & strategy needs to exist ",strategy
What can lead to mixed traffic where both legacy vehicles & AVS share roads?,Gradual integration of Autonomous Vehicles into current road networks which leads to mixed traffic where both legacy vehicles & Autonomous Vehicles share roads ,strategy
Will automation help reduce emissions from traffic?,"Yes , Automation could help reduce emissions from traffic if implemented correctly ",analysis
What are some important steps necessary when deploying autonomy assisted cars onto roads?,Some important steps when deploying autonomy assisted cars onto roads include starting from driver assistance,others
What is the purpose of the Eclipse SUMO HBEFA3-based emission model?,The Eclipse SUMO HBEFA3-based emission model was developed to calculate emissions by collecting relevant information from the HBEFA database and fitting it to a continuous function,science and tech
"In order to compute power demand, what are emissions factors selected from?",Emissions factors are selected from the HBEFA database in order to compute power demand,science and tech
What types of traffic conditions exist?,"Types of traffic include peak period models characterized by congestion, queuing and delays with low speeds, and non-peak periods where vehicle speeds are close or match legal speed limits predominantly maintained by vehicles",science and tech
How long do peak hour simulations typically run for?,"Peak hour simulations within this particular study ran for 3,900 seconds between 9,900 - 12,800 simulated time frames respectively ",science and tech
How engine energy consumption rate is incorporated into Eclipse SUMO?,Engine energy consumption rate is incorporated into Eclipse SUMO through simplifying power required by engine overcoming external load into a continuous function given as P=c0+c1va+c2va2+c3v+c4v2+c5v4 where cn are constant parameters allotted according to acceleration 'a' & velocity,science and tech
What can be measured during congested peak demand periods and uncongested non-peak demand periods?,Accelerations for all types of vehicles were measured during congested peak demand periods and uncongested non-peak demand periods to track the emission behavior of AVs under various traffic conditions and study their dependency on acceleration,analysis
Why is it important to count and analyze number of acceleration each vehicle type makes over the trip?,It is important to count and analyze number of acceleration each vehicle type makes over the trip because there is strong relationship between acceleration and emissions,science and tech
Which variable changes when penetration rate of AVs increases?,Number of Acceleration per Vehicle will decrease when penetration rate of AVs increases ,science and tech
Why is it important to measure the pollutants emitted from each type of vehicle?,It is important to measure the pollutants emitted from each type of vehicle in order to better understand their emission behavior and make informed decisions on how best to reduce emissions,science and tech
How much did peak hour emissions decrease under the upper bound scenario?,It is important to measure the pollutants emitted from each type of vehicle in order to better understand their emission behavior and make informed decisions on how best to reduce emissions,science and tech
"In a mixed traffic situation where there are both legacy vehicles and AVs, what has been observed about pollution levels?","In a mixed traffic situation where there are both legacy vehicles and AVs, it has been observed that there was no consistent reduction in emissions as vehicle automation increases, resulting in no significant reduction in overall emissions",others
What is the demonstrated relationship exists between acceleration values and level of automobile automation?,Vehicles with significantly larger acceleration values are also generally associated with a higher level of automation,others
Which variables were measured when summarizing vehicular emission data for various scenarios?,Emissions for all types of vehicles were collected and summarized when comparing different predefined scenarios,science and tech
What are some examples of potential pollutants from vehicles?,"Potential pollutants from vehicles include CO, HC, PMx, and NOx",science and tech
At what level of AV penetration do pollutant levels begin to decrease significantly?,"When AVs penetration reached 50%, with 35% being level 1 and level 2 vehicles, CO emissions decreased by 17%, HC and PMx emissions decreased by 16%and 12%, respectively",science and tech
What are some of the concerns brought about by climate change and air pollution?,"Rising world temperatures, increasing emission levels, and over-exploitation of natural resources",strategy
How is road transport contributing to environmental pollution?,Road transport has emerged as the primary emitter,strategy
What proposed alternatives have been suggested for reducing environmental pollution caused by transportation sector?,What proposed alternatives have been suggested for reducing environmental pollution caused by transportation sector?,strategy
How are automobile manufacturers responding to traffic problems?,Automobile manufacturers are competing to introduce entirely self-driving and hybrid vehicles in order to resolve the traffic problems that contemporary societies face,others
What consequences will be seen from introducing automated vehicles on the roadways?,"Introducing automated vehicles onto roadways is expected to result in reducing air pollution, decreasing accidents, avoiding congestion, improving quality of service provided by infrastructures, and saving fuel",analysis
How does HBEFA v31 measure pollution levels from automatedvehicles?,HBEFA v31 is an emission model that measures pollution levels from automated vehicles,science and tech
What is the correlation coefficient for level 5 AVs compared to legacy vehicles?,"The correlation coefficient for level 5 AVs is 093, whereas that of legacy vehicles was 076",science and tech
How does automation level affect acceleration rates of vehicles?,Automation levels and acceleration rates are inversely proportional; the rate of acceleration conducted by Level 5 AVs was approximately 57% lower than that of legacy vehicles with the same trip duration,analysis
Are there any factors which can influence a vehicle's acceleration rate?,"Yes, traffic conditions also significantly impact the rate of acceleration in different types of vehicles; during peak hours, the legacy vehicles had 125 times more accelerated motion than during non-peak hours across various kinds of automobile models and brands",analysis
What percentage reduction on emissions did replacing all existing legacy cars with automated ones result in?,"Replacing all existing legacy cars with automated ones could potentially reduce emissions such as carbon monoxide CO by 3856%, carbon dioxide CO2",analysis
What is the difference between industrial production and ecological production systems?,"Industrialized production often focuses on yield maximization, the use of chemical inputs and ecosystem suppression and control, whereas ecological production approaches focuses on yield optimization, species and landscape diversification and the integration of natural processes to achieve sustainable food production 1",others
What have regenerative agricultural approaches been based on traditionally?,"Regenerative agricultural approaches have typically combined indigenous knowledge with modern scientific advances, drawing inspiration from traditional farming systems observed in other parts of the world by early organic farming pioneers like Albert Howard 2",strategy
What is the main alternative that regenerative farming offers to industrial model of food production?,"Regenerative farming offers sustainable food production approaches that arose over the last century as a rational alternative to the industrial model of yield maximisation, the use of chemical inputs and ecosystem suppression and control 3",strategy
What are key areas where Western cultural world view diverges from those held by Indigenous cultures according to White washed Hope critique?,"According to Whitewashed Hope critique, six key areas exist where Western cultural worldview diverges from those held by Indigenous cultures; these include relationship between humans and nature; land custodianship; decolonisation on multiple levels; power sharing/centering voices & perspectives that have long been marginalised or oppressed; understanding local context & history before globalising movements without colonial appropriation and reinstating systems that are congruent with Natural Law rather than man-made laws 5",others
How does Whitewashed Hope encourage regenerative agriculture and permaculture movements for current crises?,"Whitewashed Hope encourages regenerative agriculture and permaculture movements, but which would only offer narrow solutions to the current crises if they take indigenous practices out of context, without encompassing their worldviews so as to enable the deep cultural changes needed for collective healing 6",strategy
What is the aim of this paper on A revitalisation of European farming?,The aim of this paper is to instigate further debate and enquiry around the underexplored topic of how our worldviews impact farming systems and the ways to develop an expanded worldview for revitalising farming in the European context 7,others
How does the agroecology movement promote small-scale and indigenous farmers' knowledge systems?,The agroecology movement promotes small-scale and indigenous farmers' knowledge systems by defending the need for a plurality of epistemologies to embrace local cultural and ancestral knowledges 8,strategy
What is the relationship between indigenous communities and their seed according to Pimbert?,"According to Pimbert, the relationship between indigenous communities and their seed is one of respect; they see it as sisters, mothers, and living sentient beings rather than anonymous, inert commodities 9",others
How does McGilchrist view the materialist worldview on life-systems?,"McGilchrist views the materialist worldview critically, explaining that it rates as low priority issues of culture, nature, spirituality and soul, with little consideration for its impact on life-systems of this planet 10",others
In what ways does Wright's depiction of transition depict reductionism in an industrial agriculture context?,"Wright's depiction of transition showcases reductionism in an industrial agriculture context by focusing on visible, tangible matter components as well as reducing farming system into component parts 12",others
What are the main ontological underpinnings in modern regenerative farming movements?,The main ontological underpinnings in modern regenerative farming movements are more holistic than those found in traditional agricultural practices 13,others
What has been vastly underestimated and underexplored regarding sustainable food systems discourse?,The impact of different worldviews has been vastly underestimated and underexplored in sustainable food systems discourse 14,strategy
How do worldviews have a causal link with unsustainable food system drivers?,Worldviews have a causal link with unsustainable food system drivers by influencing potential mitigation strategies 15,strategy
Why is the Whitewashed Hope critique so important to sustainable food systems discourse?,The Whitewashed Hope critique is important because it emphasizes the importance of understanding worldviews and paradigms for creative solutions to tackle unsustainable food system drivers 16,strategy
How does the paper referenced contribute to our understanding of how worldviews affect sustainability initiatives?,"The paper Sustainable Development Goal Drivers in Food Systems proposes that worldviews and paradigms hold the most causal linkages with unsustainable food system drivers, as well as having leverages on potential mitigation strategies, contributing to our understanding of how they impact sustainability initiatives 17",others
Is there a difference between biodynamic farming and the other modern regenerative farming approaches?,"Yes, biodynamic farming has ontological underpinnings that differentiate it from the other farmer approaches 18",analysis
What is anthroposophy and how does this concept relate to biodynamic farming?,"Anthroposophy is a path of knowledge proposed by Rudolf Steiner which refers towisdom of the human being Biodynamic farming arose from this context as an idea for a holistic farm entity that acts as microcosm in physical form of the macrocosm of physical, ethereal and astral forms of the spiritual universe 19",others
What spiritual inspirations influenced Rudolf Steiner's work with biodynamics?,"Rudolf Steiners work on biodynamics was deeply influenced by German mysticism, Theosophy, Gnostic Christianity, Cathars, alchemists Buddhism and Hinduism amongst other traditions 20",others
What is the contrast between dualism and monism in terms of Western materially focused worldviews and indigenous worldviews?,"Dualism is based on a system of beliefs that sees two ultimate principles enshrined in existence, such as good versus bad or life versus death Monism states that there is only one principle at the foundation of all reality In terms of Western materially focused worldviews, dualistic principles are often given priority whereas Indigenous worldviews focus more on a monistic view which emphasizes interconnectedness and balance between opposing forces 21",others
How did Rudolf Steiner's collections provide evidence for the comparison between Western material-focused worldviews and indigenous ones related to farming?,"Steiner's collections provided 12 texts written by him or other authors about his work which contained evidence related to the six broad characteristics outlined to compare native Indigenous perspectives with those of Western material-focused societies These texts were inspected to identify any synergies related to the philosophy underpinning biodynamic farming approaches, including quotes and summary points 22",others
What historical relationships need to be considered when discussing divergence between Western materially-focused worldviews and indigenous ones related to farming?,Historical relationships must be taken into consideration when looking at divergence because they can affect current land use policies as well as influence; who holds power over certain resources both tangible/intangible Understanding this relationship provides context around how some cultural values may have been shaped over time - particularly concerning indigenous peoples whose histories have been long neglected due their lack of presence in mainstream media & educational institutions among others things - allowing us to better understand why certain values amongst these groups might differ compared with what is accepted popularly today within modern society 23,others
What impact can human Earth healing cycles bring when considering the difference between Indigenous and materially focussed worldviews?,"Human Earth healing cycles allow us consider how physical events like climate change, natural disasters, etc are not just isolated issues but rather part of larger intertwined relationship humans share planet collectively  This perspective shows us the importance of maintaining global harmony through balancing our activities accordingly; otherwise drastic changes may occur if unchecked, leading to various negative implications down the line 24",science and tech
How does Devon Strong approach the integration of Lakota buffalo ceremony with biodynamic livestock management practices?,Devon Strong approaches the integration of Lakota buffalo ceremony with biodynamic livestock management practices in a thoughtful way by merging both traditions together and using Steiner's biodynamic preps as a way to give people access to the spiritual element of plants and animals 25,science and tech
How long had Devon studied Lakota traditions before his adoption into an Indigenous family?,"Before being adopted by a Lakota family, Devon had studied their traditions for 30 years 26",others
What is Panchakavya mentioned within this paragraph?,"Panchakavya is a concoction made up off five products from the sacred cow that has proven benefits including being used as a biofertiliser, biopesticide and also restoring soil fertility; but it can also be used medicinally or even ritually as an intermediary betweenearthly & heavenly forces 27",others
What did Rudolf Steiner develop within Europe during 1920s?,"During the 1920s in Europe, Rudolf Steiner developed Biodynamic Agriculture which was seen to have much similarity with Homa Farming according to Vanaja Ramprasad 28",others
Who coordinates the global biodynamic movement?,The Section for Agriculture at the headquarters of the School of Spiritual Science and the General Anthroposophical Section in Switzerland 30,others
Is there a connection between biodynamic farming practice and a worldview embracing greater spiritual realities?,"Yes, there is consciously held relationship between them 31",others
What is the purpose of advocating for a holistic worldview?,The purpose of advocating for a holistic worldview is to heal and maintain balance and harmony in the world 32,strategy
How can European cultures learn from their own history of colonisation as well as scientific revolutions?,"European cultures can learn from their own history by examining contemporary indigenous European worldviews and cultural traditions, such as those held by the Samoyeds, Crimean Tatars, Inuits, Saami people, Basques and Sorbians 34",strategy
Should engaging with revivals of indigenous agrarian people be part of learning about ones land in Europe?,"Yes, engaging with revivals of indigenous agrarian people should be part of learning about ones land in Europe This includes considering how they have left traces on landscapes, structures, cultural rituals and stories 35",strategy
What does it involve for transformation in an agricultural context?,"It involves personal engagement and transformation of thinking and being for more responsiveness to climate, land, people, animals and plants that form the basic agroecological vocation in an agricultural context 37",strategy
How does the document Whitewashed Hope demonstrate that a more cohesive worldview is possible?,The document Whitewashed Hope demonstrates that a more cohesive worldview is possible by having a diverse range of stakeholders come to agreement over a shared set of trans-cultural principles 39,others
What kind of scientific approaches may be better equipped to explore the mechanisms and broader impacts of biodynamic farming systems?,Scientific approaches that integrate quantum principles into applied fields may be better equipped to explore the mechanisms and broader impacts of biodynamic farming systems 40,science and tech
How have researchers investigated the effect of SRI on a firm's long-term financial performance?,"Researchers have aggregated portfolios across SRI mutual funds to estimate the effect of SRI investing, with environmental screening criteria, on firm cost of equity capital",analysis
What type of initiatives do public firms take in order to demonstrate social and environmental responsibility?,"Public firms typically take initiatives such as protecting the environment, improving relationships with employees and communities, and promoting social justice",strategy
What types of costs may be incurred from voluntary pollution abatement activities by public companies?,"Costs associated with implementing technological changes in the production or waste management process, investments in renewable energy, and opportunity cost connected with investing in other projects that may increase shareholder wealth are among potential expenses related to voluntary pollution abatement activities",analysis
Is it possible for a company to balance their corporate commitment towards environment protection with returning value to its shareholders?,"Yes, it is possible for a company to balance their corporate commitment towards environment protection with returning value to its shareholders",strategy
What time horizon is necessary to realize significant financial gains from environmental projects?,"Significant financial gains from environmental projects may only be realized over a longer time horizon, possibly at the expense of short-term gains",strategy
How can firms manage and mitigate climate risk?,Firms can manage and mitigate climate risk through long-standing efforts in environmental abatement activities designed to reduce emissions or promote sustainability initiatives,others
How can firms manage and mitigate climate risk?,Firms can manage and mitigate climate risk through long-standing efforts in environmental abatement activities designed to reduce emissions or promote sustainability initiatives,others
What are some examples of existing studies on why firms voluntarily and consistently engage in environmentally friendly practices?,"Examples include Klassen & McLaughlin's 1996 study on the effects of corporate pollution control investments, Lyon & Shimshack's 2012 research into how Corporate Social Responsibility affects firm economic performance and Wang et al's 2019 evaluation of green investments as drivers for shareholder value creation",others
What is important to corporate social responsibility?,"Focusing on SRI mutual funds as a specific channel for connecting good environmental performance with favorable financial outcomes in the long run, such as a lower cost of equity capital, taking into account interactions between firms and non-shareholder stakeholders, potential agency costs in firm activities, industry characteristics etc",strategy
What has been the growth trajectory of SRI in terms of assets under management?,"Between 1995 and 2020, the size of SRI assets under management grew from $639 billion to $171 trillion - more than one out of every three dollars professionally managed",analysis
How can long-term returns facilitate achieving environmental goals over long horizons?,Long-term returns generated by investments can help sustain a companys ability to meet its environmental targets over longer periods due to improved cash flow generation which could be used to support sustainability efforts such as green energy production or decreasing carbon emissions etc,strategy
What is the purpose of SRI investing?,"The purpose of SRI socially responsible investing investing is to provide investors with an opportunity to invest their money in ways that align with their environmental, social and corporate governance values",strategy
How much in assets were managed by mutual funds incorporating ESG criteria in 1995?,In 1995 there were $12 billion in assets managed by mutual funds incorporating ESG criteria,analysis
How has the number and amount of assets for mutual fund products changed from 2018-2020?,"From 2018 to 2020, the number of mutual fund products grew from 636 to 718, with assets increasing from $258 trillion to around $3 trillion",others
What type of information do SRI Mutual Funds disclose about their screening strategies ?,SRI Mutual Funds registered with the USSIF disclose their screening strategies and provide information on their environmental screening strategies,strategy
What is the purpose of cost of equity capital?,"Cost of equity capital is the expected return a firm needs to offer in compensation for the risks incurred from holding the firms stock It is a critical component of firm valuation, and plays an important role in firm financing and operations decisions",strategy
What happens when there is a lower cost of equity capital?,"With a lower cost of equity capital, a firm can more easily undertake new projects because it needs to pay investors ie, shareholders less money in order to make up for its perceived riskiness or lack thereof ie, lower share price",strategy
In what way might reducing cost influence financial performance?,"The effect that reducing costs have on financial performance varies depending on other financial characteristics; however, two numerical examples are provided in the Appendix which explain how this might occur more specifically and thoroughly than could initially be expressed through words alone due to its complexity",strategy
What is the traditional perspective on firm social and environmental responsibility?,"The traditional perspective on firm social and environmental responsibility according to Friedman 1970 is that it comes at a cost to the profitability of a firm, which is against the interests of firm stakeholders",others
What are some theories that demonstrate how firm social and environmental responsibility can generate benefits?,"Some theories that demonstrate how firm social and environmental responsibility can generate benefits include stakeholder theory and its extensions, which illustrate how these actions facilitate long-term relationships between firms and their stakeholders",others
What does Kitzmueller & Shimshack 2012 summarize regarding corporate social responsibility?,"Under certain mechanisms, shareholder value maximization itself could be the motivation behind CSR",others
How does a firm's financial outcomes increase incentives for improved environmental behavior?,A firm's financial outcomes increases incentives for improved environmental behavior by highlighting that there is a potential benefit from adjusting their behavior to improve their overall environment performance,strategy
What types of underlying activities usually focus on improving favor of particular set of stakeholders?,"Underlying activities usually focus on improving favorability of particular sets of stakeholders typically involve actions such as increasing transparency, strengthening trust, or creating ties with targeted groups",others
How do stakeholders of a firm play an important role in shaping firm environmental behavior?,"Stakeholders of a firm shape its environmental behavior through pressure and preference from active shareholders, management, employees, and the board of directors which can affect a firms tendency to respond to social and environmental issues",strategy
What are the external pressures that may impact firms decisions around their contribution to socially and environmentally responsible firm behavior?,"External stakeholder pressures on firms for socially and environmentally responsible firm behavior may arise from the regulatory environment, political environment as well as interests of local communities in social and environmental issues",strategy
Does incorporating commitment towards sustainable development lead to improved financial performance?,"Yes, research shows that there is positive correlation",others
How does firm social and environmental behavior affect firm financial performance?,"Recent research provides evidence that firms with socially and environmentally responsible behavior can experience improved financial and operating performance, such as reduced cost of equity financing However, portfolio analysis findings on the relationship between investments incorporating social/environmental screening and firm stock performance are mixed",others
What is the influence of profitability sensitivity on stakeholder relations in regards to socially and environmentally responsible actions?,"Several studies have shown that firms located in industries where profitability is more sensitive to stakeholder relations are more likely to take socially and environmentally responsible actions Moreover, the likelihood can also be affected by competitors'behavior in similar industries",others
What theoretical evidence exists regarding SRI investing motivating changes in firm social and environmental behavior?,Theoretical evidence suggests that Social Responsible Investing SRI investing may motivate changes in firm social and environmental behavior,others
What type of literature does this study relate to?,This study relates to the literature on the financial impact of firm social/ environmental responsibility,others
"Who are SRI mutual funds, and why are they being focused on?","SRI mutual funds are mutual funds with explicit environmental screening criteria, and they are being focused on as a specific channel for identifying the impact of investments on firm cost of equity capital",others
How does this research address industry heterogeneity when looking at SRI investing effects?,This research takes into account potential heterogeneity in the effect of SRI investing across industries by addressing the industry heterogeneity of the effect of SRI screening during their analysis process,others
Why do many other studies look for an overall relation between firm environmental performance and cost of equity capital?,Many other studies look for an overall relation between firm environmental performance and cost of equity capital because it provides insights into how companies' decisions may affect their stock prices or valuations over time,others
What is the primary purpose of Heinkel et al's 2001 theoretical framework?,The primary purpose of Heinkel et al's 2001 theoretical framework is to demonstrate the price effect of SRI investing,others
What factors affect the number of polluting firms that choose to reform?,"The number of polluting firms that choose to reform is affected by the cost of reform, risk tolerance of investors, and the number of clean firms in the economy",analysis
How does an increase in SRI investors in an economy impact polluting firms share prices?,"An increase in SRI investors in an economy lowers demand for shares from polluting firms, which reduces their share prices and increases their cost or equity capital",analysis
What incentives are there for improving environmental performance?,"According to Heinkel's theory when the price effect of SRI screening is large enough, there is incentive for companies to improve environmental performance as a means comply with SRI criteria",others
What is happening in reality with regards to SRI investing that is compromising the effect of SRI investment on firm environmental behavior?,"Neutral investors who do not value firm ESG performance are perceiving the screening variability among SRI investors as a form of noise trading, which complicates the price effect of SRI screening",others
What cost does an industry face when attempting to comply with SRI screening criteria?,The cost of technology reform in order to comply with SRI screening varies; industries that are relatively more polluting overall face a higher cost than cleaner industries,ethics and regulation
How may we expect the fraction of firms complying to and its consequent price effect from SRI investment vary across industries?,"We can expect in equilibrium, for this fraction and price effect from compliance with these criteria will vary across industries",ethics and regulation
How does heterogeneity in investor preference affect the risk-sharing opportunities associated with Corporate Social Responsibility CSR behaviour?,Heterogeneity in investor preference reduces risk sharing impact on CSR behavior demonstrated by Heinkel et al 2001,others
How does a firm's environmental behaviour depend on its industry characteristics?,A firms environmental behavior may be more beneficial or less costly for them in certain industries than others and could be used as a product differentiation strategy to attract socially responsible customers,strategy
What factors determine if a firm is eligible for SRI investments?,"A firm may self-select into being eligible for SRI based on an array of intrinsic and extrinsic factors such as industry characteristics, geographic region, customer preferences and financial resources",analysis
How firms compete with each other over socially responsible consumers?,The level of environmental and social responsibility provided by a firm depends on the market competitiveness of an industry,ethics and regulation
How can stakeholder influence capacity play a role in determining the financial outcomes of CSR activities?,"firm achieves the financial outcomes of CSR activities through its ability to use CSR to improve stakeholder relationships These relationships could be dynamic in light of, for example, the intensity of media scrutiny which changes over time",strategy
What evidence does Henisz et al 2014 provide about how stakeholders events can influence firm eligibility for SRI investments?,"By studying events conflicts and cooperation with stakeholders of public firms in gold mining, Henisz et al 2014 find that greater stakeholder support leads to higher firm valuation If some these events concern environmental compliance then we faced with selection bias as firms that are eligible for SRI investment are those faced with less stringent environmental regulations",others
Is an industry fixed effect sufficient enought o identify the effect pf SRI investments?,"No, since level shareholder cooperation is dynamic an industry fixed effect may not be sufficient enough to identify the effectpf SRI investment",others
What is the main motivation behind using the ratio of independent directors over total number of directors as an instrumental variable?,"The main motivation behind this instrument is twofold First, external factors may influence firm behavior towards the environment through board composition; and secondly, non-affiliated independent directors are more likely to address stakeholder interests than those who are affiliated with the firm",strategy
Are there any studies which confirm a significant correlation between board independence and financial performance?,"Several studies that examine this relation do not find evidence of a significant correlation between board independence and financial performance, including cost of equity capital",others
How do socially responsible activities influence firm financial performance?,"Certain socially responsible activities that are purely altruistic or out of the managers personal benefits, do not substantially contribute to improve stakeholder relationships and therefore do not improve firm financial performance",ethics and regulation
What type of agency problems may arise from these types of activities?,Agency problems may arise due to these activities since they benefit the manager or society rather than shareholders,strategy
What evidence points to independent directors being able to mitigate agency problems associated with firm environmental behaviors?,Byrd & Hickman 1992 provide evidence that independent directors can monitor management decisions on behalf of shareholders and thereby mitigate agency problems associated with firm environmental behaviors,others
How does the motivation for undertaking environmentally responsible activities and their associated costs and benefits vary across industries?,"Studies have indicated that the motivation for undertaking environmentally responsible activities and the costs and benefits of such activities vary across industries, as factors such as industry environmental performance and closeness to final consumers can play a role in determining financial outcomes",others
What are some examples of industries where SRI fund managers' engagement with firm environmental and governance issues is concentrated?,"Examples of industries where SRI fund managers engagement with firm environmental and governance issues is especially focused include manufacturing, advertising-intensive, primary product production, intermediary services/goods production, retail trade goods/services sectors, financial services sectors, automotive manufacturing sector etc",others
What data is used to measure an industry's environmental characteristics?,Data from MSCI ESG STATS dataset previously KLD STATS is used to measure an industry's environment characteristics relative to environmental strength within a given sector,analysis
How do Fama-French 48 industries help in determining interactions between SRI investment and various industrial characteristics?,"Fama-French 48 Industries are used to group firms and construct indices which describe relations between SRI investments, diversity, environment performance and closeness to final consumers within various sectors or industries in order to determine interactions betwee these factors across different sectors or industries",strategy
What percentage of SRI investment is composed of investments from SRI mutual funds?,29 percent,analysis
How is the market value of SRI investment over time determined?,It is determined by summing over the investments from each mutual fund measured by positions held,strategy
How many firm-year observations are included in the sample?,"There are 1,434 SRI firms, 224 nonSRI firms, 982SRI firms and 340 Other firms for a total of 2,980 firm-year observations",analysis
What kind of investors can access the equity funds that compose a considerable amount of all SRI investment?,Both individual and institutional investors can access them,others
What ex-ante approach can be followed to calculate the cost of equity capital?,"The ex-ante approach in Gebhardt et al 2001, in which the implied cost of equity capital of a firm is the internal rate of return that equates the current stock price to the present value of all expected future free cash flows to equity ie dividends based on all information available at time t",analysis
How might reduction in cost of equity capital influence firm financial performance?,"Reduction in cost of equity capital may have a positive impact on firm financial performance, as demonstrated by two examples provided in the Appendix",strategy
How does past return affect a firm's eligibility for SRI investment?,Past return has a negative effect on a firms eligibility for SRI investment; this may be due to screening strategies of SRI funds which emphasize ESG performance over near-term financial performance,analysis
What kind of models were used to estimate average treatment effect of SRI investments?,Correlated random effects probit models were used to estimate the average treatment effect of SRI investments,analysis
How does SRI investing affect the cost of equity capital for a firm?,"Accounting for agency problems and external pressure in firm environmental behavior, firms that receive SRI investment on average benefit from an reduction of 053 to 057 percent in the cost of equity capital",analysis
What are the potential benefits to a firm if they engage in social and environmental responsibility?,The potential benefits to a firm engaging in social and environmental responsibility include enhanced shareholder value as well as aligning long-term environmental goals with goal of shareholder value maximization,strategy
What is the financial benefit for firms investing in SRI?,The achievement of financial benefits from environmentally responsible activities depends on effective corporate governance so that there is alignment between long-term goals and those receiving shareholders' value maximization,strategy
How do investors consider ESG performance when determining overall company valuation?,Investors consider ESG performance holistically when determining overall company valuation rather than valuing individual aspects seperately,strategy
What is the control function approach used to correct for endogenous SRI investment?,"The control function approach uses a linear probability model with both instrumental variables, the ratio of independent directors and Sierra Club membership, then includes the error term from this model in the second stage estimation",others
How does receiving SRI investment affect the cost of equity capital one standard deviation above mean value in terms of environmental concern?,Receiving SRI investment has a positive and significant effect on the cost of equity capital one standard deviation above mean value in terms of environmental concern by 025 percent,analysis
